var_id,delta21,delta31,delta12,delta32,delta13,delta43,delta34
co2,0.0024496397925674925,0.00714701953465162,2.425136449925925e-13,0.01043607878390946,0.033772644437645216,0.003773682292115558,0.0007109156572770899
