var_id,delta21,delta31,delta12,delta32,delta13,delta43,delta34
co2,0.02455811394756039,0.02976208671061393,0.02279977343150366,5.780936563523683e-16,0.028768842251131646,0.005196874166492571,0.0016239829379705532
