var_id,delta21,delta31,delta12,delta32,delta13,delta43,delta34
co2,0.018549789454468002,0.012067563132165936,0.030861328033753924,1.4799930607356005e-14,0.011842833094122637,0.002237220677173756,0.0011589025115043357
