var_id,delta11,delta21,delta31,delta12,delta22,delta32,delta13,delta23,delta33
ch4,-0.0970066043196927,0.015066509115863394,0.01801862260574204,-0.0022075338577825666,0.0,0.0,0.0,0.0,0.0
