# COLUMN 1 : YEAR
# -----------------------------------
# COLUMN 2 : NCAR CSM1.4
# COLUMN 3 : Bern3D-LPJ (reference)
# COLUMN 4 : Bern2.5D-LPJ
# COLUMN 5 : CLIMBER2-LPJ
# COLUMN 6 : DCESS
# COLUMN 7 : GENIE (ensemble median)
# COLUMN 8 : LOVECLIM
# COLUMN 9 : MESMO
# COLUMN 10 : UVic2.9
# COLUMN 11 : Bern-SAR
# -----------------------------------
# COLUMN 12 : MULTI-MODEL MEAN
# COLUMN 13 : MULTI-MODEL STDEV
#                      
 5.0000000e-01   4.6142488e+01   4.5558050e+01   4.3059339e+01   4.5967795e+01   4.4281429e+01   4.2400230e+01   4.1920698e+01   4.1836320e+01   4.3699517e+01   4.4195756e+01   4.3906162e+01   1.5316285e+00  
 1.5000000e+00   4.0709795e+01   4.2252813e+01   3.8284201e+01   3.9598904e+01   4.0479979e+01   3.8491132e+01   3.9738880e+01   3.8826222e+01   3.9266869e+01   4.0561460e+01   3.9821026e+01   1.1475723e+00  
 2.5000000e+00   3.7096774e+01   3.9158516e+01   3.4931402e+01   3.5108535e+01   3.7604367e+01   3.5201483e+01   3.7759927e+01   3.6378112e+01   3.5705252e+01   3.7620323e+01   3.6656469e+01   1.3405406e+00  
 3.5000000e+00   3.5075563e+01   3.6719710e+01   3.2878736e+01   3.2044714e+01   3.5620661e+01   3.2768695e+01   3.6720378e+01   3.4490827e+01   3.3030696e+01   3.5396574e+01   3.4474655e+01   1.6141576e+00  
 4.5000000e+00   3.3592162e+01   3.4937948e+01   3.1511326e+01   3.0314267e+01   3.4161500e+01   3.1001719e+01   3.6282466e+01   3.2970929e+01   3.0935278e+01   3.3652076e+01   3.2935967e+01   1.8520401e+00  
 5.5000000e+00   3.2296944e+01   3.3564861e+01   3.0467283e+01   2.8699748e+01   3.2991213e+01   2.9644588e+01   3.5085931e+01   3.1688551e+01   2.9201059e+01   3.2213492e+01   3.1585367e+01   1.9516336e+00  
 6.5000000e+00   3.1027123e+01   3.2402450e+01   2.9588342e+01   2.6748462e+01   3.2009512e+01   2.8515750e+01   3.3214126e+01   3.0583745e+01   2.7723985e+01   3.0992322e+01   3.0280582e+01   1.9964693e+00  
 7.5000000e+00   2.9884082e+01   3.1375647e+01   2.8775801e+01   2.5091730e+01   3.1169415e+01   2.7488631e+01   3.1640360e+01   2.9624080e+01   2.6449821e+01   2.9938023e+01   2.9143759e+01   2.0803450e+00  
 8.5000000e+00   2.8960014e+01   3.0469957e+01   2.8015734e+01   2.3885227e+01   3.0439388e+01   2.6532829e+01   3.0774196e+01   2.8785640e+01   2.5341666e+01   2.9014482e+01   2.8221913e+01   2.1902962e+00  
 9.5000000e+00   2.7995496e+01   2.9674947e+01   2.7291394e+01   2.2986220e+01   2.9794837e+01   2.5675670e+01   2.9763784e+01   2.8045822e+01   2.4370198e+01   2.8193593e+01   2.7379196e+01   2.2257927e+00  
 1.0500000e+01   2.6783846e+01   2.8985848e+01   2.6585393e+01   2.2366436e+01   2.9215428e+01   2.4920010e+01   2.8103454e+01   2.7383580e+01   2.3510775e+01   2.7452005e+01   2.6530677e+01   2.1542449e+00  
 1.1500000e+01   2.5747608e+01   2.8363800e+01   2.5919708e+01   2.1816130e+01   2.8684918e+01   2.4252961e+01   2.6634131e+01   2.6781412e+01   2.2742886e+01   2.6771005e+01   2.5771456e+01   2.1240771e+00  
 1.2500000e+01   2.4951629e+01   2.7795014e+01   2.5296594e+01   2.1274757e+01   2.8196570e+01   2.3665479e+01   2.5527727e+01   2.6231835e+01   2.2056092e+01   2.6142711e+01   2.5113841e+01   2.1311393e+00  
 1.3500000e+01   2.4327043e+01   2.7275173e+01   2.4710459e+01   2.0740735e+01   2.7746043e+01   2.3150024e+01   2.4688106e+01   2.5729905e+01   2.1442539e+01   2.5561975e+01   2.4537200e+01   2.1512128e+00  
 1.4500000e+01   2.3813724e+01   2.6800021e+01   2.4156002e+01   2.0217228e+01   2.7329186e+01   2.2698993e+01   2.4025620e+01   2.5270842e+01   2.0894627e+01   2.5023859e+01   2.4023010e+01   2.1745492e+00  
 1.5500000e+01   2.3365122e+01   2.6365209e+01   2.3628465e+01   1.9711419e+01   2.6942115e+01   2.2304556e+01   2.3474765e+01   2.4850110e+01   2.0405141e+01   2.4523739e+01   2.3557064e+01   2.1975386e+00  
 1.6500000e+01   2.2947522e+01   2.5966186e+01   2.3123985e+01   1.9230401e+01   2.6581285e+01   2.1958550e+01   2.2992530e+01   2.4463480e+01   1.9967340e+01   2.4057371e+01   2.3128865e+01   2.2187227e+00  
 1.7500000e+01   2.2538415e+01   2.5598278e+01   2.2639992e+01   1.8781441e+01   2.6243525e+01   2.1652880e+01   2.2550957e+01   2.4107098e+01   1.9575012e+01   2.3620943e+01   2.2730854e+01   2.2370552e+00  
 1.8500000e+01   2.2123787e+01   2.5256902e+01   2.2175378e+01   1.8372239e+01   2.5926053e+01   2.1380067e+01   2.2133839e+01   2.3777501e+01   1.9222508e+01   2.3211082e+01   2.2357936e+01   2.2514391e+00  
 1.9500000e+01   2.1698045e+01   2.4937819e+01   2.1730194e+01   1.8010033e+01   2.5626469e+01   2.1133568e+01   2.1726575e+01   2.3471605e+01   1.8904749e+01   2.2824853e+01   2.2006391e+01   2.2609180e+00  
 2.0500000e+01   2.1265900e+01   2.4637254e+01   2.1305027e+01   1.7697757e+01   2.5342728e+01   2.0907889e+01   2.1309012e+01   2.3186680e+01   1.8617224e+01   2.2459730e+01   2.1672920e+01   2.2654627e+00  
 2.1500000e+01   2.0837386e+01   2.4351943e+01   2.0900241e+01   1.7434359e+01   2.5073111e+01   2.0698571e+01   2.0862391e+01   2.2920336e+01   1.8355993e+01   2.2113560e+01   2.1354789e+01   2.2659538e+00  
 2.2500000e+01   2.0423944e+01   2.4079188e+01   2.0515975e+01   1.7217244e+01   2.4816180e+01   2.0502109e+01   2.0381578e+01   2.2670510e+01   1.8117668e+01   2.1784516e+01   2.1050891e+01   2.2635888e+00  
 2.3500000e+01   2.0034730e+01   2.3816732e+01   2.0152647e+01   1.7046530e+01   2.4570741e+01   2.0315836e+01   1.9875322e+01   2.2435441e+01   1.7899355e+01   2.1471054e+01   2.0761839e+01   2.2588936e+00  
 2.4500000e+01   1.9673746e+01   2.3562660e+01   1.9810581e+01   1.6923631e+01   2.4335798e+01   2.0137802e+01   1.9359194e+01   2.2213633e+01   1.7698599e+01   2.1171865e+01   2.0488751e+01   2.2518613e+00  
 2.5500000e+01   1.9341095e+01   2.3315523e+01   1.9489437e+01   1.6846150e+01   2.4110522e+01   1.9966638e+01   1.8859034e+01   2.2003827e+01   1.7513311e+01   2.0885837e+01   2.0233137e+01   2.2421803e+00  
 2.6500000e+01   1.9035376e+01   2.3074420e+01   1.9188115e+01   1.6808823e+01   2.3894212e+01   1.9801446e+01   1.8409125e+01   2.1804954e+01   1.7341725e+01   2.0612014e+01   1.9997021e+01   2.2284363e+00  
 2.7500000e+01   1.8751502e+01   2.2838997e+01   1.8904952e+01   1.6803901e+01   2.3686270e+01   1.9641711e+01   1.8039052e+01   2.1616091e+01   1.7182351e+01   2.0349568e+01   1.9781439e+01   2.2088574e+00  
